Date,Year,RANK,Country,Region,Happiness score,Explained by: GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption
12/31/2019,2019,15,United Kingdom,Western Europe,7.054,1.333,1.538,0.996,0.45,0.348,0.278
12/31/2019,2019,16,Ireland,Western Europe,7.021,1.499,1.553,0.999,0.516,0.298,0.31
12/31/2019,2019,17,Germany,Western Europe,6.985,1.373,1.454,0.987,0.495,0.261,0.265
12/31/2019,2019,18,Belgium,Western Europe,6.923,1.356,1.504,0.986,0.473,0.16,0.21
12/31/2019,2019,19,United States of America,North America,6.892,1.433,1.457,0.874,0.454,0.28,0.128
12/31/2019,2019,20,Czech Republic,Central and Eastern Europe,6.852,1.269,1.487,0.92,0.457,0.046,0.036
12/31/2019,2019,21,United Arab Emirates,Middle East and Northern Africa,6.825,1.503,1.31,0.825,0.598,0.262,0.182
12/31/2019,2019,22,Malta,Western Europe,6.726,1.3,1.52,0.999,0.564,0.375,0.151
12/31/2019,2019,23,Mexico,Latin America and Caribbean,6.595,1.07,1.323,0.861,0.433,0.074,0.073
12/31/2019,2019,24,France,Western Europe,6.592,1.324,1.472,1.045,0.436,0.111,0.183
12/31/2019,2019,25,Taiwan,Eastern Asia,6.446,1.368,1.43,0.914,0.351,0.242,0.097
12/31/2019,2019,26,Chile,Latin America and Caribbean,6.444,1.159,1.369,0.92,0.357,0.187,0.056
12/31/2019,2019,27,Guatemala,Latin America and Caribbean,6.436,0.8,1.269,0.746,0.535,0.175,0.078
12/31/2019,2019,28,Saudi Arabia,Middle East and Northern Africa,6.375,1.403,1.357,0.795,0.439,0.08,0.132
12/31/2019,2019,29,Qatar,,6.374,1.684,1.313,0.871,0.555,0.22,0.167
12/31/2019,2019,30,Spain,Western Europe,6.354,1.286,1.484,1.062,0.362,0.153,0.079
12/31/2019,2019,31,Panama,Latin America and Caribbean,6.321,1.149,1.442,0.91,0.516,0.109,0.054
12/31/2019,2019,32,Brazil,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.099,0.086
12/31/2019,2019,33,Uruguay,Latin America and Caribbean,6.293,1.124,1.465,0.891,0.523,0.127,0.15
12/31/2019,2019,34,Singapore,Southeastern Asia,6.262,1.572,1.463,1.141,0.556,0.271,0.453
12/31/2019,2019,35,El Salvador,Latin America and Caribbean,6.253,0.794,1.242,0.789,0.43,0.093,0.074
12/31/2019,2019,36,Italy,Western Europe,6.223,1.294,1.488,1.039,0.231,0.158,0.03
12/31/2019,2019,37,Bahrain,Middle East and Northern Africa,6.199,1.362,1.368,0.871,0.536,0.255,0.11
12/31/2019,2019,38,Slovakia,Central and Eastern Europe,6.198,1.246,1.504,0.881,0.334,0.121,0.014
12/31/2019,2019,39,Trinidad & Tobago,,6.192,1.231,1.477,0.713,0.489,0.185,0.016
12/31/2019,2019,40,Poland,Central and Eastern Europe,6.182,1.206,1.438,0.884,0.483,0.117,0.05
12/31/2019,2019,41,Uzbekistan,Central and Eastern Europe,6.174,0.745,1.529,0.756,0.631,0.322,0.24
12/31/2019,2019,42,Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.043,0.042
12/31/2019,2019,43,Colombia,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.099,0.034
12/31/2019,2019,44,Slovenia,Central and Eastern Europe,6.118,1.258,1.523,0.953,0.564,0.144,0.057
12/31/2019,2019,45,Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.2,0.127
12/31/2019,2019,46,Kosovo,Central and Eastern Europe,6.1,0.882,1.232,0.758,0.489,0.262,0.006
12/31/2019,2019,47,Argentina,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.066,0.05
12/31/2019,2019,48,Romania,Central and Eastern Europe,6.07,1.162,1.232,0.825,0.462,0.083,0.005
12/31/2019,2019,49,Cyprus,Western Europe,6.046,1.263,1.223,1.042,0.406,0.19,0.041
12/31/2019,2019,50,Ecuador,Latin America and Caribbean,6.028,0.912,1.312,0.868,0.498,0.126,0.087
12/31/2019,2019,51,Kuwait,Middle East and Northern Africa,6.021,1.5,1.319,0.808,0.493,0.142,0.097
12/31/2019,2019,52,Thailand,Southeastern Asia,6.008,1.05,1.409,0.828,0.557,0.359,0.028
12/31/2019,2019,53,Latvia,Central and Eastern Europe,5.94,1.187,1.465,0.812,0.264,0.075,0.064
12/31/2019,2019,54,South Korea,Eastern Asia,5.895,1.301,1.219,1.036,0.159,0.175,0.056
12/31/2019,2019,55,Estonia,Central and Eastern Europe,5.893,1.237,1.528,0.874,0.495,0.103,0.161
12/31/2019,2019,56,Jamaica,Latin America and Caribbean,5.89,0.831,1.478,0.831,0.49,0.107,0.028
12/31/2019,2019,57,Mauritius,Sub-Saharan Africa,5.888,1.12,1.402,0.798,0.498,0.215,0.06
12/31/2019,2019,58,Japan,Eastern Asia,5.886,1.327,1.419,1.088,0.445,0.069,0.14
12/31/2019,2019,59,Honduras,Latin America and Caribbean,5.86,0.642,1.236,0.828,0.507,0.246,0.078
12/31/2019,2019,60,Kazakhstan,Central and Eastern Europe,5.809,1.173,1.508,0.729,0.41,0.146,0.096
12/31/2019,2019,61,Bolivia,Latin America and Caribbean,5.779,0.776,1.209,0.706,0.511,0.137,0.064
12/31/2019,2019,62,Hungary,Central and Eastern Europe,5.758,1.201,1.41,0.828,0.199,0.081,0.02
12/31/2019,2019,63,Paraguay,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.184,0.08
12/31/2019,2019,64,Northern Cyprus,,5.718,1.263,1.252,1.042,0.417,0.191,0.162
12/31/2019,2019,65,Peru,Latin America and Caribbean,5.697,0.96,1.274,0.854,0.455,0.083,0.027
12/31/2019,2019,66,Portugal,Western Europe,5.693,1.221,1.431,0.999,0.508,0.047,0.025
12/31/2019,2019,67,Pakistan,Southern Asia,5.653,0.677,0.886,0.535,0.313,0.22,0.098
12/31/2019,2019,68,Russia,Central and Eastern Europe,5.648,1.183,1.452,0.726,0.334,0.082,0.031
12/31/2019,2019,69,Philippines,Southeastern Asia,5.631,0.807,1.293,0.657,0.558,0.117,0.107
12/31/2019,2019,70,Serbia,Central and Eastern Europe,5.603,1.004,1.383,0.854,0.282,0.137,0.039
12/31/2019,2019,71,Moldova,Central and Eastern Europe,5.529,0.685,1.328,0.739,0.245,0.181,0
12/31/2019,2019,72,Libya,Middle East and Northern Africa,5.525,1.044,1.303,0.673,0.416,0.133,0.152
12/31/2019,2019,73,Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.142,0.08
12/31/2019,2019,74,Tajikistan,Central and Eastern Europe,5.467,0.493,1.098,0.718,0.389,0.23,0.144
12/31/2019,2019,75,Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.119,0.022
12/31/2019,2019,76,Hong Kong,Eastern Asia,5.43,1.438,1.277,1.122,0.44,0.258,0.287
12/31/2019,2019,77,Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.113,0.101
12/31/2019,2019,78,Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,1.212,0.845,0.212,0.263,0.006
12/31/2019,2019,79,Turkey,Middle East and Northern Africa,5.373,1.183,1.36,0.808,0.195,0.083,0.106
12/31/2019,2019,80,Malaysia,Southeastern Asia,5.339,1.221,1.171,0.828,0.508,0.26,0.024
12/31/2019,2019,81,Belarus,Central and Eastern Europe,5.323,1.067,1.465,0.789,0.235,0.094,0.142
12/31/2019,2019,82,Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0,0.034
12/31/2019,2019,83,Mongolia,Eastern Asia,5.285,0.948,1.531,0.667,0.317,0.235,0.038
12/31/2019,2019,84,North Macedonia,,5.274,0.983,1.294,0.838,0.345,0.185,0.034
12/31/2019,2019,85,Nigeria,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.215,0.041
12/31/2019,2019,86,Kyrgyzstan,Central and Eastern Europe,5.261,0.551,1.438,0.723,0.508,0.3,0.023
12/31/2019,2019,87,Turkmenistan,Central and Eastern Europe,5.247,1.052,1.538,0.657,0.394,0.244,0.028
12/31/2019,2019,88,Algeria,Middle East and Northern Africa,5.211,1.002,1.16,0.785,0.086,0.073,0.114
12/31/2019,2019,89,Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.036,0.076
12/31/2019,2019,90,Azerbaijan,Central and Eastern Europe,5.208,1.043,1.147,0.769,0.351,0.035,0.182
12/31/2019,2019,91,Lebanon,Middle East and Northern Africa,5.197,0.987,1.224,0.815,0.216,0.166,0.027
12/31/2019,2019,92,Indonesia,Southeastern Asia,5.192,0.931,1.203,0.66,0.491,0.498,0.028
12/31/2019,2019,93,China,Eastern Asia,5.191,1.029,1.125,0.893,0.521,0.058,0.1
12/31/2019,2019,94,Vietnam,Southeastern Asia,5.175,0.741,1.346,0.851,0.543,0.147,0.073
12/31/2019,2019,95,Bhutan,,5.082,0.813,1.321,0.604,0.457,0.37,0.167
12/31/2019,2019,96,Cameroon,Sub-Saharan Africa,5.044,0.549,0.91,0.331,0.381,0.187,0.037
12/31/2019,2019,97,Bulgaria,Central and Eastern Europe,5.011,1.092,1.513,0.815,0.311,0.081,0.004
12/31/2019,2019,98,Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.245,0.04
12/31/2019,2019,99,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.808,0.232,0.352,0.154,0.09
12/31/2019,2019,100,Nepal,Southern Asia,4.913,0.446,1.226,0.677,0.439,0.285,0.089
12/31/2019,2019,101,Jordan,Middle East and Northern Africa,4.906,0.837,1.225,0.815,0.383,0.11,0.13
12/31/2019,2019,102,Benin,Sub-Saharan Africa,4.883,0.393,0.437,0.397,0.349,0.175,0.082
12/31/2019,2019,103,Congo (Brazzaville),,4.812,0.673,0.799,0.508,0.372,0.105,0.093
12/31/2019,2019,104,Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.043,0.055
12/31/2019,2019,105,Laos,Southeastern Asia,4.796,0.764,1.03,0.551,0.547,0.266,0.164
12/31/2019,2019,106,South Africa,Sub-Saharan Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055
12/31/2019,2019,107,Albania,Central and Eastern Europe,4.719,0.947,0.848,0.874,0.383,0.178,0.027
12/31/2019,2019,108,Venezuela,Latin America and Caribbean,4.707,0.96,1.427,0.805,0.154,0.064,0.047
12/31/2019,2019,109,Cambodia,Southeastern Asia,4.7,0.574,1.122,0.637,0.609,0.232,0.062
12/31/2019,2019,110,Palestinian Territories,Middle East and Northern Africa,4.696,0.657,1.247,0.672,0.225,0.103,0.066
12/31/2019,2019,111,Senegal,Sub-Saharan Africa,4.681,0.45,1.134,0.571,0.292,0.153,0.072
12/31/2019,2019,112,Somalia,,4.668,0,0.698,0.268,0.559,0.243,0.27
12/31/2019,2019,113,Namibia,,4.639,0.879,1.313,0.477,0.401,0.07,0.056
12/31/2019,2019,114,Niger,Sub-Saharan Africa,4.628,0.138,0.774,0.366,0.318,0.188,0.102
12/31/2019,2019,115,Burkina Faso,,4.587,0.331,1.056,0.38,0.255,0.177,0.113
12/31/2019,2019,116,Armenia,Central and Eastern Europe,4.559,0.85,1.055,0.815,0.283,0.095,0.064
12/31/2019,2019,117,Iran,Middle East and Northern Africa,4.548,1.1,0.842,0.785,0.305,0.27,0.125
12/31/2019,2019,118,Guinea,Sub-Saharan Africa,4.534,0.38,0.829,0.375,0.332,0.207,0.086
12/31/2019,2019,119,Georgia,Central and Eastern Europe,4.519,0.886,0.666,0.752,0.346,0.043,0.164
12/31/2019,2019,120,Gambia,,4.516,0.308,0.939,0.428,0.382,0.269,0.167
12/31/2019,2019,121,Kenya,Sub-Saharan Africa,4.509,0.512,0.983,0.581,0.431,0.372,0.053
12/31/2019,2019,122,Mauritania,Sub-Saharan Africa,4.49,0.57,1.167,0.489,0.066,0.106,0.088
12/31/2019,2019,123,Mozambique,Sub-Saharan Africa,4.466,0.204,0.986,0.39,0.494,0.197,0.138
12/31/2019,2019,124,Tunisia,Middle East and Northern Africa,4.461,0.921,1,0.815,0.167,0.059,0.055
12/31/2019,2019,125,Bangladesh,Southern Asia,4.456,0.562,0.928,0.723,0.527,0.166,0.143
12/31/2019,2019,126,Iraq,Middle East and Northern Africa,4.437,1.043,0.98,0.574,0.241,0.148,0.089
12/31/2019,2019,127,Congo (Kinshasa),,4.418,0.094,1.125,0.357,0.269,0.212,0.053
12/31/2019,2019,128,Mali,Sub-Saharan Africa,4.39,0.385,1.105,0.308,0.327,0.153,0.052
12/31/2019,2019,129,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.841,0.242,0.309,0.252,0.045
12/31/2019,2019,130,Sri Lanka,Southern Asia,4.366,0.949,1.265,0.831,0.47,0.244,0.047
12/31/2019,2019,131,Myanmar,Southeastern Asia,4.36,0.71,1.181,0.555,0.525,0.566,0.172
12/31/2019,2019,132,Chad,Sub-Saharan Africa,4.35,0.35,0.766,0.192,0.174,0.198,0.078
12/31/2019,2019,133,Ukraine,Central and Eastern Europe,4.332,0.82,1.39,0.739,0.178,0.187,0.01
12/31/2019,2019,134,Ethiopia,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.209,0.1
12/31/2019,2019,135,Swaziland,,4.212,0.811,1.149,0,0.313,0.074,0.135
12/31/2019,2019,136,Uganda,Sub-Saharan Africa,4.189,0.332,1.069,0.443,0.356,0.252,0.06
12/31/2019,2019,137,Egypt,Middle East and Northern Africa,4.166,0.913,1.039,0.644,0.241,0.076,0.067
12/31/2019,2019,138,Zambia,Sub-Saharan Africa,4.107,0.578,1.058,0.426,0.431,0.247,0.087
12/31/2019,2019,139,Togo,Sub-Saharan Africa,4.085,0.275,0.572,0.41,0.293,0.177,0.085
12/31/2019,2019,140,India,Southern Asia,4.015,0.755,0.765,0.588,0.498,0.2,0.085
12/31/2019,2019,141,Liberia,Sub-Saharan Africa,3.975,0.073,0.922,0.443,0.37,0.233,0.033
12/31/2019,2019,142,Comoros,Sub-Saharan Africa,3.973,0.274,0.757,0.505,0.142,0.275,0.078
12/31/2019,2019,143,Madagascar,Sub-Saharan Africa,3.933,0.274,0.916,0.555,0.148,0.169,0.041
12/31/2019,2019,144,Lesotho,Sub-Saharan Africa,3.802,0.489,1.169,0.168,0.359,0.107,0.093
12/31/2019,2019,145,Burundi,,3.775,0.046,0.447,0.38,0.22,0.176,0.18
12/31/2019,2019,146,Zimbabwe,Sub-Saharan Africa,3.663,0.366,1.114,0.433,0.361,0.151,0.089
12/31/2019,2019,147,Haiti,,3.597,0.323,0.688,0.449,0.026,0.419,0.11
12/31/2019,2019,148,Botswana,Sub-Saharan Africa,3.488,1.041,1.145,0.538,0.455,0.025,0.1
12/31/2019,2019,149,Syria,,3.462,0.619,0.378,0.44,0.013,0.331,0.141
12/31/2019,2019,150,Malawi,Sub-Saharan Africa,3.41,0.191,0.56,0.495,0.443,0.218,0.089
12/31/2019,2019,151,Yemen,Middle East and Northern Africa,3.38,0.287,1.163,0.463,0.143,0.108,0.077
12/31/2019,2019,152,Rwanda,Sub-Saharan Africa,3.334,0.359,0.711,0.614,0.555,0.217,0.411
12/31/2019,2019,153,Tanzania,Sub-Saharan Africa,3.231,0.476,0.885,0.499,0.417,0.276,0.147
12/31/2019,2019,154,Afghanistan,Southern Asia,3.203,0.35,0.517,0.361,0,0.158,0.025
12/31/2019,2019,155,Central African Republic,,3.083,0.026,0,0.105,0.225,0.235,0.035
12/31/2019,2019,156,South Sudan,,2.853,0.306,0.575,0.295,0.01,0.202,0.091
12/31/2018,2018,1,Finland,Western Europe,7.632,1.305,1.592,0.874,0.681,0.202,0.393
12/31/2018,2018,2,Norway,Western Europe,7.594,1.456,1.582,0.861,0.686,0.286,0.34
12/31/2018,2018,3,Denmark,Western Europe,7.555,1.351,1.59,0.868,0.683,0.284,0.408
12/31/2018,2018,4,Iceland,Western Europe,7.495,1.343,1.644,0.914,0.677,0.353,0.138
12/31/2018,2018,5,Switzerland,Western Europe,7.487,1.42,1.549,0.927,0.66,0.256,0.357
12/31/2018,2018,6,Netherlands,Western Europe,7.441,1.361,1.488,0.878,0.638,0.333,0.295
12/31/2018,2018,7,Canada,North America,7.328,1.33,1.532,0.896,0.653,0.321,0.291
12/31/2018,2018,8,New Zealand,Australia and New Zealand,7.324,1.268,1.601,0.876,0.669,0.365,0.389
12/31/2018,2018,9,Sweden,Western Europe,7.314,1.355,1.501,0.913,0.659,0.285,0.383
12/31/2018,2018,10,Australia,Australia and New Zealand,7.272,1.34,1.573,0.91,0.647,0.361,0.302
12/31/2018,2018,11,United Kingdom,Western Europe,7.19,1.244,1.433,0.888,0.464,0.262,0.082
12/31/2018,2018,12,Austria,Western Europe,7.139,1.341,1.504,0.891,0.617,0.242,0.224
12/31/2018,2018,13,Costa Rica,Latin America and Caribbean,7.072,1.01,1.459,0.817,0.632,0.143,0.101
12/31/2018,2018,14,Ireland,Western Europe,6.977,1.448,1.583,0.876,0.614,0.307,0.306
12/31/2018,2018,15,Germany,Western Europe,6.965,1.34,1.474,0.861,0.586,0.273,0.28
12/31/2018,2018,16,Belgium,Western Europe,6.927,1.324,1.483,0.894,0.583,0.188,0.24
12/31/2018,2018,17,Luxembourg,Western Europe,6.91,1.576,1.52,0.896,0.632,0.196,0.321
12/31/2018,2018,18,United States of America,North America,6.886,1.398,1.471,0.819,0.547,0.291,0.133
12/31/2018,2018,19,Israel,Middle East and Northern Africa,6.814,1.301,1.559,0.883,0.533,0.354,0.272
12/31/2018,2018,20,United Arab Emirates,Middle East and Northern Africa,6.774,2.096,0.776,0.67,0.284,0.186,N/A
12/31/2018,2018,21,Czech Republic,Central and Eastern Europe,6.711,1.233,1.489,0.854,0.543,0.064,0.034
12/31/2018,2018,22,Malta,Western Europe,6.627,1.27,1.525,0.884,0.645,0.376,0.142
12/31/2018,2018,23,France,Western Europe,6.489,1.293,1.466,0.908,0.52,0.098,0.176
12/31/2018,2018,24,Mexico,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.069,0.095
12/31/2018,2018,25,Chile,Latin America and Caribbean,6.476,1.131,1.331,0.808,0.431,0.197,0.061
12/31/2018,2018,26,Taiwan,Eastern Asia,6.441,1.365,1.436,0.857,0.418,0.151,0.078
12/31/2018,2018,27,Panama,Latin America and Caribbean,6.43,1.112,1.438,0.759,0.597,0.125,0.063
12/31/2018,2018,28,Brazil,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.11,0.088
12/31/2018,2018,29,Argentina,Latin America and Caribbean,6.388,1.073,1.468,0.744,0.57,0.062,0.054
12/31/2018,2018,30,Guatemala,Latin America and Caribbean,6.382,0.781,1.268,0.608,0.604,0.179,0.071
12/31/2018,2018,31,Uruguay,Latin America and Caribbean,6.379,1.093,1.459,0.771,0.625,0.13,0.155
12/31/2018,2018,32,Qatar,,6.374,1.649,1.303,0.748,0.654,0.256,0.171
12/31/2018,2018,33,Saudi Arabia,Middle East and Northern Africa,6.371,1.379,1.331,0.633,0.509,0.098,0.127
12/31/2018,2018,34,Singapore,Southeastern Asia,6.343,1.529,1.451,1.008,0.631,0.261,0.457
12/31/2018,2018,35,Malaysia,Southeastern Asia,6.322,1.161,1.258,0.669,0.356,0.311,0.059
12/31/2018,2018,36,Spain,Western Europe,6.31,1.251,1.538,0.965,0.449,0.142,0.074
12/31/2018,2018,37,Colombia,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.099,0.039
12/31/2018,2018,38,Trinidad & Tobago,,6.192,1.223,1.492,0.564,0.575,0.171,0.019
12/31/2018,2018,39,Slovakia,Central and Eastern Europe,6.173,1.21,1.537,0.776,0.354,0.118,0.014
12/31/2018,2018,40,El Salvador,Latin America and Caribbean,6.167,0.806,1.231,0.639,0.461,0.065,0.082
12/31/2018,2018,41,Nicaragua,Latin America and Caribbean,6.141,0.668,1.319,0.7,0.527,0.208,0.128
12/31/2018,2018,42,Poland,Central and Eastern Europe,6.123,1.176,1.448,0.781,0.546,0.108,0.064
12/31/2018,2018,43,Bahrain,Middle East and Northern Africa,6.105,1.338,1.366,0.698,0.594,0.243,0.123
12/31/2018,2018,44,Uzbekistan,Central and Eastern Europe,6.096,0.719,1.584,0.605,0.724,0.328,0.259
12/31/2018,2018,45,Kuwait,Middle East and Northern Africa,6.083,1.474,1.301,0.675,0.554,0.167,0.106
12/31/2018,2018,46,Thailand,Southeastern Asia,6.072,1.016,1.417,0.707,0.637,0.364,0.029
12/31/2018,2018,47,Italy,Western Europe,6,1.264,1.501,0.946,0.281,0.137,0.028
12/31/2018,2018,48,Ecuador,Latin America and Caribbean,5.973,0.889,1.33,0.736,0.556,0.114,0.12
12/31/2018,2018,49,Belize,,5.956,0.807,1.101,0.474,0.593,0.183,0.089
12/31/2018,2018,50,Lithuania,Central and Eastern Europe,5.952,1.197,1.527,0.716,0.35,0.026,0.006
12/31/2018,2018,51,Slovenia,Central and Eastern Europe,5.948,1.219,1.506,0.856,0.633,0.16,0.051
12/31/2018,2018,52,Romania,Central and Eastern Europe,5.945,1.116,1.219,0.726,0.528,0.088,0.001
12/31/2018,2018,53,Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.671,0.363,0.092,0.066
12/31/2018,2018,54,Japan,Eastern Asia,5.915,1.294,1.462,0.988,0.553,0.079,0.15
12/31/2018,2018,55,Mauritius,Sub-Saharan Africa,5.891,1.09,1.387,0.684,0.584,0.245,0.05
12/31/2018,2018,56,Jamaica,Latin America and Caribbean,5.89,0.819,1.493,0.693,0.575,0.096,0.031
12/31/2018,2018,57,South Korea,Eastern Asia,5.875,1.266,1.204,0.955,0.244,0.175,0.051
12/31/2018,2018,58,Northern Cyprus,,5.835,1.229,1.211,0.909,0.495,0.179,0.154
12/31/2018,2018,59,Russia,Central and Eastern Europe,5.81,1.151,1.479,0.599,0.399,0.065,0.025
12/31/2018,2018,60,Kazakhstan,Central and Eastern Europe,5.79,1.143,1.516,0.631,0.454,0.148,0.121
12/31/2018,2018,61,Cyprus,Western Europe,5.762,1.229,1.191,0.909,0.423,0.202,0.035
12/31/2018,2018,62,Bolivia,Latin America and Caribbean,5.752,0.751,1.223,0.508,0.606,0.141,0.054
12/31/2018,2018,63,Estonia,Central and Eastern Europe,5.739,1.2,1.532,0.737,0.553,0.086,0.174
12/31/2018,2018,64,Paraguay,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.162,0.074
12/31/2018,2018,65,Peru,Latin America and Caribbean,5.663,0.934,1.249,0.674,0.53,0.092,0.034
12/31/2018,2018,66,Kosovo,Central and Eastern Europe,5.662,0.855,1.23,0.578,0.448,0.274,0.023
12/31/2018,2018,67,Moldova,Central and Eastern Europe,5.64,0.657,1.301,0.62,0.232,0.171,0
12/31/2018,2018,68,Turkmenistan,Central and Eastern Europe,5.636,1.016,1.533,0.517,0.417,0.199,0.037
12/31/2018,2018,69,Hungary,Central and Eastern Europe,5.62,1.171,1.401,0.732,0.259,0.061,0.022
12/31/2018,2018,70,Libya,Middle East and Northern Africa,5.566,0.985,1.35,0.553,0.496,0.116,0.148
12/31/2018,2018,71,Philippines,Southeastern Asia,5.524,0.775,1.312,0.513,0.643,0.12,0.105
12/31/2018,2018,72,Honduras,Latin America and Caribbean,5.504,0.62,1.205,0.622,0.459,0.197,0.074
12/31/2018,2018,73,Belarus,Central and Eastern Europe,5.483,1.039,1.498,0.7,0.307,0.101,0.154
12/31/2018,2018,74,Turkey,Middle East and Northern Africa,5.483,1.148,1.38,0.686,0.324,0.106,0.109
12/31/2018,2018,75,Pakistan,Southern Asia,5.472,0.652,0.81,0.424,0.334,0.216,0.113
12/31/2018,2018,76,Hong Kong,Eastern Asia,5.43,1.405,1.29,1.03,0.524,0.246,0.291
12/31/2018,2018,77,Portugal,Western Europe,5.41,1.188,1.429,0.884,0.562,0.055,0.017
12/31/2018,2018,78,Serbia,Central and Eastern Europe,5.398,0.975,1.369,0.685,0.288,0.134,0.043
12/31/2018,2018,79,Greece,Western Europe,5.358,1.154,1.202,0.879,0.131,0,0.044
12/31/2018,2018,80,Lebanon,Middle East and Northern Africa,5.358,0.965,1.179,0.785,0.503,0.214,0.136
12/31/2018,2018,81,Montenegro,Central and Eastern Europe,5.347,1.017,1.279,0.729,0.259,0.111,0.081
12/31/2018,2018,82,Croatia,Central and Eastern Europe,5.321,1.115,1.161,0.737,0.38,0.12,0.039
12/31/2018,2018,83,Dominican Republic,Latin America and Caribbean,5.302,0.982,1.441,0.614,0.578,0.12,0.106
12/31/2018,2018,84,Algeria,Middle East and Northern Africa,5.295,0.979,1.154,0.687,0.077,0.055,0.135
12/31/2018,2018,85,Morocco,Middle East and Northern Africa,5.254,0.779,0.797,0.669,0.46,0.026,0.074
12/31/2018,2018,86,China,Eastern Asia,5.246,0.989,1.142,0.799,0.597,0.029,0.103
12/31/2018,2018,87,Azerbaijan,Central and Eastern Europe,5.201,1.024,1.161,0.603,0.43,0.031,0.176
12/31/2018,2018,88,Tajikistan,Central and Eastern Europe,5.199,0.474,1.166,0.598,0.292,0.187,0.034
12/31/2018,2018,89,Macedonia,,5.185,0.959,1.239,0.691,0.394,0.173,0.052
12/31/2018,2018,90,Jordan,Middle East and Northern Africa,5.161,0.822,1.265,0.645,0.468,0.13,0.134
12/31/2018,2018,91,Nigeria,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.201,0.032
12/31/2018,2018,92,Kyrgyzstan,Central and Eastern Europe,5.131,0.53,1.416,0.594,0.54,0.281,0.035
12/31/2018,2018,93,Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,1.078,0.758,0.28,0.216,0
12/31/2018,2018,94,Mongolia,Eastern Asia,5.125,0.914,1.517,0.575,0.395,0.253,0.032
12/31/2018,2018,95,Vietnam,Southeastern Asia,5.103,0.715,1.365,0.702,0.618,0.177,0.079
12/31/2018,2018,96,Indonesia,Southeastern Asia,5.093,0.899,1.215,0.522,0.538,0.484,0.018
12/31/2018,2018,97,Bhutan,,5.082,0.796,1.335,0.527,0.541,0.364,0.171
12/31/2018,2018,98,Somalia,,4.982,0,0.712,0.115,0.674,0.238,0.282
12/31/2018,2018,99,Cameroon,Sub-Saharan Africa,4.975,0.535,0.891,0.182,0.454,0.183,0.043
12/31/2018,2018,100,Bulgaria,Central and Eastern Europe,4.933,1.054,1.515,0.712,0.359,0.064,0.009
12/31/2018,2018,101,Nepal,Southern Asia,4.88,0.425,1.228,0.539,0.526,0.302,0.078
12/31/2018,2018,102,Venezuela,Latin America and Caribbean,4.806,0.996,1.469,0.657,0.133,0.056,0.052
12/31/2018,2018,103,Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.032,0.052
12/31/2018,2018,104,Palestinian Territories,Middle East and Northern Africa,4.743,0.642,1.217,0.602,0.266,0.086,0.076
12/31/2018,2018,105,South Africa,Sub-Saharan Africa,4.724,0.94,1.41,0.33,0.516,0.103,0.056
12/31/2018,2018,106,Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.282,0.129
12/31/2018,2018,107,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.872,0.08,0.467,0.146,0.103
12/31/2018,2018,108,Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.212,0.029
12/31/2018,2018,109,Senegal,Sub-Saharan Africa,4.631,0.429,1.117,0.433,0.406,0.138,0.082
12/31/2018,2018,110,Laos,Southeastern Asia,4.623,0.72,1.034,0.441,0.626,0.23,0.174
12/31/2018,2018,111,Tunisia,Middle East and Northern Africa,4.592,0.9,0.906,0.69,0.271,0.04,0.063
